01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2015,Vizela,Município,Homens,,,,,581.8
2015,Vizela,Município,Mulheres,,,,,673.3
2015,Vizela,Município,Total,,,,,1255.2
2015,Vouzela,Município,Homens,,,,,194.8
2015,Vouzela,Município,Mulheres,,,,,205.8
2015,Vouzela,Município,Total,,,,,400.6
2016,Abrantes,Município,Homens,,,,,880.2
2016,Abrantes,Município,Mulheres,,,,,986.9
2016,Abrantes,Município,Total,,,,,1867.1
2016,Águeda,Município,Homens,,,,,575.9
2016,Águeda,Município,Mulheres,,,,,998.1
2016,Águeda,Município,Total,,,,,1574.0
2016,Aguiar da Beira,Município,Homens,,,,,88.0
2016,Aguiar da Beira,Município,Mulheres,,,,,92.3
2016,Aguiar da Beira,Município,Total,,,,,180.3
2016,Alandroal,Município,Homens,,,,,131.8
2016,Alandroal,Município,Mulheres,,,,,146.3
2016,Alandroal,Município,Total,,,,,278.2
2016,Albergaria-a-Velha,Município,Homens,,,,,355.0
2016,Albergaria-a-Velha,Município,Mulheres,,,,,540.6
2016,Albergaria-a-Velha,Município,Total,,,,,895.6
2016,Albufeira,Município,Homens,,,,,1014.7
2016,Albufeira,Município,Mulheres,,,,,1181.8
2016,Albufeira,Município,Total,,,,,2196.4
2016,Alcácer do Sal,Município,Homens,,,,,179.3
2016,Alcácer do Sal,Município,Mulheres,,,,,205.5
2016,Alcácer do Sal,Município,Total,,,,,384.8
2016,Alcanena,Município,Homens,,,,,179.1
2016,Alcanena,Município,Mulheres,,,,,223.6
2016,Alcanena,Município,Total,,,,,402.7
2016,Alcobaça,Município,Homens,,,,,795.7
2016,Alcobaça,Município,Mulheres,,,,,973.1
2016,Alcobaça,Município,Total,,,,,1768.8
2016,Alcochete,Município,Homens,,,,,378.0
2016,Alcochete,Município,Mulheres,,,,,388.5
2016,Alcochete,Município,Total,,,,,766.5
2016,Alcoutim,Município,Homens,,,,,39.6
2016,Alcoutim,Município,Mulheres,,,,,33.0
2016,Alcoutim,Município,Total,,,,,72.6
2016,Alenquer,Município,Homens,,,,,632.5
2016,Alenquer,Município,Mulheres,,,,,774.3
2016,Alenquer,Município,Total,,,,,1406.8
2016,Alfândega da Fé,Município,Homens,,,,,161.6
2016,Alfândega da Fé,Município,Mulheres,,,,,192.8
2016,Alfândega da Fé,Município,Total,,,,,354.3
2016,Alijó,Município,Homens,,,,,343.8
2016,Alijó,Município,Mulheres,,,,,289.9
2016,Alijó,Município,Total,,,,,633.8
2016,Aljezur,Município,Homens,,,,,95.6
2016,Aljezur,Município,Mulheres,,,,,85.2
2016,Aljezur,Município,Total,,,,,180.8
2016,Aljustrel,Município,Homens,,,,,181.4
2016,Aljustrel,Município,Mulheres,,,,,224.3
2016,Aljustrel,Município,Total,,,,,405.7
2016,Almada,Município,Homens,,,,,3866.6
2016,Almada,Município,Mulheres,,,,,4296.7
2016,Almada,Município,Total,,,,,8163.3
2016,Almeida,Município,Homens,,,,,101.3
2016,Almeida,Município,Mulheres,,,,,79.2
2016,Almeida,Município,Total,,,,,180.4
2016,Almeirim,Município,Homens,,,,,421.3
2016,Almeirim,Município,Mulheres,,,,,544.7
2016,Almeirim,Município,Total,,,,,966.0
2016,Almodôvar,Município,Homens,,,,,128.7
2016,Almodôvar,Município,Mulheres,,,,,200.2
2016,Almodôvar,Município,Total,,,,,328.8
2016,Alpiarça,Município,Homens,,,,,120.7
2016,Alpiarça,Município,Mulheres,,,,,165.3
2016,Alpiarça,Município,Total,,,,,285.9
2016,Alter do Chão,Município,Homens,,,,,85.3
2016,Alter do Chão,Município,Mulheres,,,,,96.7
2016,Alter do Chão,Município,Total,,,,,181.9
2016,Alvaiázere,Município,Homens,,,,,114.7
2016,Alvaiázere,Município,Mulheres,,,,,150.3
2016,Alvaiázere,Município,Total,,,,,265.0
2016,Alvito,Município,Homens,,,,,49.6
2016,Alvito,Município,Mulheres,,,,,75.8
2016,Alvito,Município,Total,,,,,125.3
2016,Amadora,Município,Homens,,,,,3904.4
2016,Amadora,Município,Mulheres,,,,,4158.2
2016,Amadora,Município,Total,,,,,8062.6
2016,Amarante,Município,Homens,,,,,1480.8
2016,Amarante,Município,Mulheres,,,,,2071.8
2016,Amarante,Município,Total,,,,,3552.7
2016,Amares,Município,Homens,,,,,452.9
2016,Amares,Município,Mulheres,,,,,552.8
2016,Amares,Município,Total,,,,,1005.8
2016,Anadia,Município,Homens,,,,,386.7
2016,Anadia,Município,Mulheres,,,,,517.3
2016,Anadia,Município,Total,,,,,904.0
2016,Angra do Heroísmo,Município,Homens,,,,x,
2016,Angra do Heroísmo,Município,Mulheres,,,,x,
2016,Angra do Heroísmo,Município,Total,,,,x,
2016,Ansião,Município,Homens,,,,,217.3
2016,Ansião,Município,Mulheres,,,,,299.8
2016,Ansião,Município,Total,,,,,517.2
2016,Arcos de Valdevez,Município,Homens,,,,,364.1
2016,Arcos de Valdevez,Município,Mulheres,,,,,423.3
2016,Arcos de Valdevez,Município,Total,,,,,787.3
2016,Arganil,Município,Homens,,,,,236.0
2016,Arganil,Município,Mulheres,,,,,224.8
2016,Arganil,Município,Total,,,,,460.8
2016,Armamar,Município,Homens,,,,,180.6
2016,Armamar,Município,Mulheres,,,,,206.2
2016,Armamar,Município,Total,,,,,386.8
2016,Arouca,Município,Homens,,,,,294.7
2016,Arouca,Município,Mulheres,,,,,397.4
2016,Arouca,Município,Total,,,,,692.1
2016,Arraiolos,Município,Homens,,,,,152.8
2016,Arraiolos,Município,Mulheres,,,,,141.1
2016,Arraiolos,Município,Total,,,,,293.9
2016,Arronches,Município,Homens,,,,,67.4
2016,Arronches,Município,Mulheres,,,,,59.6
2016,Arronches,Município,Total,,,,,127.0
2016,Arruda dos Vinhos,Município,Homens,,,,,154.4
2016,Arruda dos Vinhos,Município,Mulheres,,,,,229.7
2016,Arruda dos Vinhos,Município,Total,,,,,384.1
2016,Aveiro,Município,Homens,,,,,1579.9
2016,Aveiro,Município,Mulheres,,,,,1958.3
2016,Aveiro,Município,Total,,,,,3538.2
2016,Avis,Município,Homens,,,,,110.5
2016,Avis,Município,Mulheres,,,,,113.8
2016,Avis,Município,Total,,,,,224.3
2016,Azambuja,Município,Homens,,,,,320.8
2016,Azambuja,Município,Mulheres,,,,,356.5
2016,Azambuja,Município,Total,,,,,677.3
2016,Baião,Município,Homens,,,,,647.9
2016,Baião,Município,Mulheres,,,,,1035.7
2016,Baião,Município,Total,,,,,1683.6
2016,Barcelos,Município,Homens,,,,,1949.3
2016,Barcelos,Município,Mulheres,,,,,1954.8
2016,Barcelos,Município,Total,,,,,3904.1
2016,Barrancos,Município,Homens,,,,,76.3
2016,Barrancos,Município,Mulheres,,,,,129.6
2016,Barrancos,Município,Total,,,,,205.8
2016,Barreiro,Município,Homens,,,,,2159.3
2016,Barreiro,Município,Mulheres,,,,,2221.4
2016,Barreiro,Município,Total,,,,,4380.8
2016,Batalha,Município,Homens,,,,,180.5
2016,Batalha,Município,Mulheres,,,,,260.5
2016,Batalha,Município,Total,,,,,441.0
2016,Beja,Município,Homens,,,,,860.7
2016,Beja,Município,Mulheres,,,,,933.4
2016,Beja,Município,Total,,,,,1794.1
2016,Belmonte,Município,Homens,,,,,202.8
2016,Belmonte,Município,Mulheres,,,,,201.1
2016,Belmonte,Município,Total,,,,,403.9
2016,Benavente,Município,Homens,,,,,699.3
2016,Benavente,Município,Mulheres,,,,,781.0
2016,Benavente,Município,Total,,,,,1480.3
2016,Bombarral,Município,Homens,,,,,182.7
2016,Bombarral,Município,Mulheres,,,,,265.6
2016,Bombarral,Município,Total,,,,,448.3
2016,Borba,Município,Homens,,,,,179.4
2016,Borba,Município,Mulheres,,,,,181.8
2016,Borba,Município,Total,,,,,361.2
2016,Boticas,Município,Homens,,,,,139.2
2016,Boticas,Município,Mulheres,,,,,123.0
2016,Boticas,Município,Total,,,,,262.2
2016,Braga,Município,Homens,,,,,4456.8
2016,Braga,Município,Mulheres,,,,,5542.3
2016,Braga,Município,Total,,,,,9999.2
2016,Bragança,Município,Homens,,,,,766.0
2016,Bragança,Município,Mulheres,,,,,850.5
2016,Bragança,Município,Total,,,,,1616.5
2016,Cabeceiras de Basto,Município,Homens,,,,,457.5
2016,Cabeceiras de Basto,Município,Mulheres,,,,,680.2
2016,Cabeceiras de Basto,Município,Total,,,,,1137.7
2016,Cadaval,Município,Homens,,,,,218.5
2016,Cadaval,Município,Mulheres,,,,,296.8
2016,Cadaval,Município,Total,,,,,515.3
2016,Caldas da Rainha,Município,Homens,,,,,842.0
2016,Caldas da Rainha,Município,Mulheres,,,,,1087.0
2016,Caldas da Rainha,Município,Total,,,,,1929.0
2016,Calheta [R.A.A.],Município,Homens,,,,x,
2016,Calheta [R.A.A.],Município,Mulheres,,,,x,
2016,Calheta [R.A.A.],Município,Total,,,,x,
2016,Calheta [R.A.M.],Município,Homens,,,,x,
2016,Calheta [R.A.M.],Município,Mulheres,,,,x,
2016,Calheta [R.A.M.],Município,Total,,,,x,
2016,Câmara de Lobos,Município,Homens,,,,x,
2016,Câmara de Lobos,Município,Mulheres,,,,x,
2016,Câmara de Lobos,Município,Total,,,,x,
2016,Caminha,Município,Homens,,,,,311.3
2016,Caminha,Município,Mulheres,,,,,335.1
2016,Caminha,Município,Total,,,,,646.3
2016,Campo Maior,Município,Homens,,,,,249.4
2016,Campo Maior,Município,Mulheres,,,,,257.0
2016,Campo Maior,Município,Total,,,,,506.4
2016,Cantanhede,Município,Homens,,,,,597.9
2016,Cantanhede,Município,Mulheres,,,,,690.1
2016,Cantanhede,Município,Total,,,,,1288.0
2016,Carrazeda de Ansiães,Município,Homens,,,,,141.9
2016,Carrazeda de Ansiães,Município,Mulheres,,,,,177.6
2016,Carrazeda de Ansiães,Município,Total,,,,,319.5
2016,Carregal do Sal,Município,Homens,,,,,163.5
2016,Carregal do Sal,Município,Mulheres,,,,,212.0
2016,Carregal do Sal,Município,Total,,,,,375.5
2016,Cartaxo,Município,Homens,,,,,412.9
2016,Cartaxo,Município,Mulheres,,,,,424.8
2016,Cartaxo,Município,Total,,,,,837.7
2016,Cascais,Município,Homens,,,,,4357.5
2016,Cascais,Município,Mulheres,,,,,4901.7
2016,Cascais,Município,Total,,,,,9259.2
2016,Castanheira de Pêra,Município,Homens,,,,,85.2
2016,Castanheira de Pêra,Município,Mulheres,,,,,89.1
2016,Castanheira de Pêra,Município,Total,,,,,174.3
2016,Castelo Branco,Município,Homens,,,,,1167.4
2016,Castelo Branco,Município,Mulheres,,,,,1242.0
2016,Castelo Branco,Município,Total,,,,,2409.4
2016,Castelo de Paiva,Município,Homens,,,,,434.8
2016,Castelo de Paiva,Município,Mulheres,,,,,707.1
2016,Castelo de Paiva,Município,Total,,,,,1141.8
2016,Castelo de Vide,Município,Homens,,,,,54.7
2016,Castelo de Vide,Município,Mulheres,,,,,77.5
2016,Castelo de Vide,Município,Total,,,,,132.2
2016,Castro Daire,Município,Homens,,,,,362.8
2016,Castro Daire,Município,Mulheres,,,,,423.8
2016,Castro Daire,Município,Total,,,,,786.5
2016,Castro Marim,Município,Homens,,,,,166.6
2016,Castro Marim,Município,Mulheres,,,,,142.2
2016,Castro Marim,Município,Total,,,,,308.8
2016,Castro Verde,Município,Homens,,,,,128.0
2016,Castro Verde,Município,Mulheres,,,,,170.8
2016,Castro Verde,Município,Total,,,,,298.8
2016,Celorico da Beira,Município,Homens,,,,,180.8
2016,Celorico da Beira,Município,Mulheres,,,,,168.6
2016,Celorico da Beira,Município,Total,,,,,349.3
2016,Celorico de Basto,Município,Homens,,,,,519.4
2016,Celorico de Basto,Município,Mulheres,,,,,582.3
2016,Celorico de Basto,Município,Total,,,,,1101.8
2016,Chamusca,Município,Homens,,,,,150.1
2016,Chamusca,Município,Mulheres,,,,,164.8
2016,Chamusca,Município,Total,,,,,314.8
2016,Chaves,Município,Homens,,,,,1154.7
2016,Chaves,Município,Mulheres,,,,,1178.3
2016,Chaves,Município,Total,,,,,2333.0
2016,Cinfães,Município,Homens,,,,,813.2
2016,Cinfães,Município,Mulheres,,,,,1003.1
2016,Cinfães,Município,Total,,,,,1816.3
2016,Coimbra,Município,Homens,,,,,3484.4
2016,Coimbra,Município,Mulheres,,,,,3332.8
2016,Coimbra,Município,Total,,,,,6817.3
2016,Condeixa-a-Nova,Município,Homens,,,,,259.2
2016,Condeixa-a-Nova,Município,Mulheres,,,,,319.6
2016,Condeixa-a-Nova,Município,Total,,,,,578.8
2016,Constância,Município,Homens,,,,,71.2
2016,Constância,Município,Mulheres,,,,,103.8
2016,Constância,Município,Total,,,,,174.9
2016,Coruche,Município,Homens,,,,,340.5
2016,Coruche,Município,Mulheres,,,,,446.6
2016,Coruche,Município,Total,,,,,787.1
2016,Corvo,Município,Homens,,,,x,
2016,Corvo,Município,Mulheres,,,,x,
2016,Corvo,Município,Total,,,,x,
2016,Covilhã,Município,Homens,,,,,1434.2
2016,Covilhã,Município,Mulheres,,,,,1404.6
2016,Covilhã,Município,Total,,,,,2838.8
2016,Crato,Município,Homens,,,,,81.5
2016,Crato,Município,Mulheres,,,,,97.8
2016,Crato,Município,Total,,,,,179.3
2016,Cuba,Município,Homens,,,,,113.3
2016,Cuba,Município,Mulheres,,,,,118.7
2016,Cuba,Município,Total,,,,,231.9
2016,Elvas,Município,Homens,,,,,862.0
2016,Elvas,Município,Mulheres,,,,,971.0
2016,Elvas,Município,Total,,,,,1833.0
2016,Entroncamento,Município,Homens,,,,,309.8
2016,Entroncamento,Município,Mulheres,,,,,452.6
2016,Entroncamento,Município,Total,,,,,762.4
2016,Espinho,Município,Homens,,,,,1239.8
2016,Espinho,Município,Mulheres,,,,,1396.8
2016,Espinho,Município,Total,,,,,2636.5
2016,Esposende,Município,Homens,,,,,565.3
2016,Esposende,Município,Mulheres,,,,,689.8
2016,Esposende,Município,Total,,,,,1255.1
2016,Estarreja,Município,Homens,,,,,485.3
2016,Estarreja,Município,Mulheres,,,,,645.3
2016,Estarreja,Município,Total,,,,,1130.7
2016,Estremoz,Município,Homens,,,,,289.3
2016,Estremoz,Município,Mulheres,,,,,338.3
2016,Estremoz,Município,Total,,,,,627.6
2016,Évora,Município,Homens,,,,,1329.3
2016,Évora,Município,Mulheres,,,,,1403.3
2016,Évora,Município,Total,,,,,2732.6
2016,Fafe,Município,Homens,,,,,1324.0
2016,Fafe,Município,Mulheres,,,,,1468.8
2016,Fafe,Município,Total,,,,,2792.8
2016,Faro,Município,Homens,,,,,1275.1
2016,Faro,Município,Mulheres,,,,,1359.3
2016,Faro,Município,Total,,,,,2634.4
2016,Felgueiras,Município,Homens,,,,,988.5
2016,Felgueiras,Município,Mulheres,,,,,1160.2
2016,Felgueiras,Município,Total,,,,,2148.7
2016,Ferreira do Alentejo,Município,Homens,,,,,160.9
2016,Ferreira do Alentejo,Município,Mulheres,,,,,229.1
2016,Ferreira do Alentejo,Município,Total,,,,,390.0
2016,Ferreira do Zêzere,Município,Homens,,,,,82.3
2016,Ferreira do Zêzere,Município,Mulheres,,,,,124.3
2016,Ferreira do Zêzere,Município,Total,,,,,206.6
2016,Figueira da Foz,Município,Homens,,,,,1413.3
2016,Figueira da Foz,Município,Mulheres,,,,,1829.5
2016,Figueira da Foz,Município,Total,,,,,3242.8
2016,Figueira de Castelo Rodrigo,Município,Homens,,,,,134.4
2016,Figueira de Castelo Rodrigo,Município,Mulheres,,,,,136.4
2016,Figueira de Castelo Rodrigo,Município,Total,,,,,270.8
2016,Figueiró dos Vinhos,Município,Homens,,,,,147.3
2016,Figueiró dos Vinhos,Município,Mulheres,,,,,190.5
2016,Figueiró dos Vinhos,Município,Total,,,,,337.8
2016,Fornos de Algodres,Município,Homens,,,,,106.8
2016,Fornos de Algodres,Município,Mulheres,,,,,103.3
2016,Fornos de Algodres,Município,Total,,,,,210.1
2016,Freixo de Espada à Cinta,Município,Homens,,,,,100.4
2016,Freixo de Espada à Cinta,Município,Mulheres,,,,,127.7
2016,Freixo de Espada à Cinta,Município,Total,,,,,228.1
2016,Fronteira,Município,Homens,,,,,77.0
2016,Fronteira,Município,Mulheres,,,,,105.0
2016,Fronteira,Município,Total,,,,,182.0
2016,Funchal,Município,Homens,,,,x,
2016,Funchal,Município,Mulheres,,,,x,
2016,Funchal,Município,Total,,,,x,
2016,Fundão,Município,Homens,,,,,731.9
2016,Fundão,Município,Mulheres,,,,,775.8
2016,Fundão,Município,Total,,,,,1507.8
2016,Gavião,Município,Homens,,,,,94.3
2016,Gavião,Município,Mulheres,,,,,90.4
2016,Gavião,Município,Total,,,,,184.7
2016,Góis,Município,Homens,,,,,80.3
2016,Góis,Município,Mulheres,,,,,87.3
2016,Góis,Município,Total,,,,,167.6
2016,Golegã,Município,Homens,,,,,84.5
2016,Golegã,Município,Mulheres,,,,,92.4
2016,Golegã,Município,Total,,,,,176.9
2016,Gondomar,Município,Homens,,,,,5999.0
2016,Gondomar,Município,Mulheres,,,,,6611.3
2016,Gondomar,Município,Total,,,,,12610.3
2016,Gouveia,Município,Homens,,,,,272.4
2016,Gouveia,Município,Mulheres,,,,,311.8
2016,Gouveia,Município,Total,,,,,584.3
2016,Grândola,Município,Homens,,,,,246.1
2016,Grândola,Município,Mulheres,,,,,259.3
2016,Grândola,Município,Total,,,,,505.4
2016,Guarda,Município,Homens,,,,,862.8
2016,Guarda,Município,Mulheres,,,,,1029.0
2016,Guarda,Município,Total,,,,,1891.8
2016,Guimarães,Município,Homens,,,,,4190.4
2016,Guimarães,Município,Mulheres,,,,,4767.6
2016,Guimarães,Município,Total,,,,,8958.0
2016,Horta,Município,Homens,,,,x,
2016,Horta,Município,Mulheres,,,,x,
2016,Horta,Município,Total,,,,x,
2016,Idanha-a-Nova,Município,Homens,,,,,215.9
2016,Idanha-a-Nova,Município,Mulheres,,,,,220.0
2016,Idanha-a-Nova,Município,Total,,,,,435.9
2016,Ílhavo,Município,Homens,,,,,732.3
2016,Ílhavo,Município,Mulheres,,,,,945.3
2016,Ílhavo,Município,Total,,,,,1677.6
2016,Lagoa,Município,Homens,,,,,551.6
2016,Lagoa,Município,Mulheres,,,,,584.3
2016,Lagoa,Município,Total,,,,,1135.8
2016,Lagoa [R.A.A.],Município,Homens,,,,x,
2016,Lagoa [R.A.A.],Município,Mulheres,,,,x,
2016,Lagoa [R.A.A.],Município,Total,,,,x,
2016,Lagos,Município,Homens,,,,,636.8
2016,Lagos,Município,Mulheres,,,,,642.0
2016,Lagos,Município,Total,,,,,1278.8
2016,Lajes das Flores,Município,Homens,,,,x,
2016,Lajes das Flores,Município,Mulheres,,,,x,
2016,Lajes das Flores,Município,Total,,,,x,
2016,Lajes do Pico,Município,Homens,,,,x,
2016,Lajes do Pico,Município,Mulheres,,,,x,
2016,Lajes do Pico,Município,Total,,,,x,
2016,Lamego,Município,Homens,,,,,1171.3
2016,Lamego,Município,Mulheres,,,,,1360.8
2016,Lamego,Município,Total,,,,,2532.2
2016,Leiria,Município,Homens,,,,,1790.1
2016,Leiria,Município,Mulheres,,,,,2334.6
2016,Leiria,Município,Total,,,,,4124.7
2016,Lisboa,Município,Homens,,,,,13702.5
2016,Lisboa,Município,Mulheres,,,,,13179.2
2016,Lisboa,Município,Total,,,,,26881.7
2016,Loulé,Município,Homens,,,,,1295.8
2016,Loulé,Município,Mulheres,,,,,1402.3
2016,Loulé,Município,Total,,,,,2698.1
2016,Loures,Município,Homens,,,,,4247.1
2016,Loures,Município,Mulheres,,,,,4540.8
2016,Loures,Município,Total,,,,,8787.9
2016,Lourinhã,Município,Homens,,,,,359.0
2016,Lourinhã,Município,Mulheres,,,,,511.1
2016,Lourinhã,Município,Total,,,,,870.1
2016,Lousã,Município,Homens,,,,,349.2
2016,Lousã,Município,Mulheres,,,,,421.8
2016,Lousã,Município,Total,,,,,771.0
2016,Lousada,Município,Homens,,,,,1142.1
2016,Lousada,Município,Mulheres,,,,,1267.3
2016,Lousada,Município,Total,,,,,2409.3
2016,Mação,Município,Homens,,,,,146.3
2016,Mação,Município,Mulheres,,,,,80.9
2016,Mação,Município,Total,,,,,227.2
2016,Macedo de Cavaleiros,Município,Homens,,,,,388.1
2016,Macedo de Cavaleiros,Município,Mulheres,,,,,427.4
2016,Macedo de Cavaleiros,Município,Total,,,,,815.5
2016,Machico,Município,Homens,,,,x,
2016,Machico,Município,Mulheres,,,,x,
2016,Machico,Município,Total,,,,x,
2016,Madalena,Município,Homens,,,,x,
2016,Madalena,Município,Mulheres,,,,x,
2016,Madalena,Município,Total,,,,x,
2016,Mafra,Município,Homens,,,,,1150.4
2016,Mafra,Município,Mulheres,,,,,1338.5
2016,Mafra,Município,Total,,,,,2488.9
2016,Maia,Município,Homens,,,,,3702.9
2016,Maia,Município,Mulheres,,,,,4489.5
2016,Maia,Município,Total,,,,,8192.4
2016,Mangualde,Município,Homens,,,,,453.6
2016,Mangualde,Município,Mulheres,,,,,487.8
2016,Mangualde,Município,Total,,,,,941.3
2016,Manteigas,Município,Homens,,,,,74.6
2016,Manteigas,Município,Mulheres,,,,,90.8
2016,Manteigas,Município,Total,,,,,165.3
2016,Marco de Canaveses,Município,Homens,,,,,1521.3
2016,Marco de Canaveses,Município,Mulheres,,,,,2416.1
2016,Marco de Canaveses,Município,Total,,,,,3937.4
2016,Marinha Grande,Município,Homens,,,,,584.2
2016,Marinha Grande,Município,Mulheres,,,,,860.1
2016,Marinha Grande,Município,Total,,,,,1444.3
2016,Marvão,Município,Homens,,,,,53.8
2016,Marvão,Município,Mulheres,,,,,55.6
2016,Marvão,Município,Total,,,,,109.3
2016,Matosinhos,Município,Homens,,,,,5136.9
2016,Matosinhos,Município,Mulheres,,,,,5386.1
2016,Matosinhos,Município,Total,,,,,10523.0
2016,Mealhada,Município,Homens,,,,,302.2
2016,Mealhada,Município,Mulheres,,,,,344.5
2016,Mealhada,Município,Total,,,,,646.7
2016,Mêda,Município,Homens,,,,,53.4
2016,Mêda,Município,Mulheres,,,,,60.3
2016,Mêda,Município,Total,,,,,113.8
2016,Melgaço,Município,Homens,,,,,93.8
2016,Melgaço,Município,Mulheres,,,,,103.0
2016,Melgaço,Município,Total,,,,,196.8
2016,Mértola,Município,Homens,,,,,187.6
2016,Mértola,Município,Mulheres,,,,,191.8
2016,Mértola,Município,Total,,,,,379.4
2016,Mesão Frio,Município,Homens,,,,,158.9
2016,Mesão Frio,Município,Mulheres,,,,,225.9
2016,Mesão Frio,Município,Total,,,,,384.8
2016,Mira,Município,Homens,,,,,251.8
2016,Mira,Município,Mulheres,,,,,273.0
2016,Mira,Município,Total,,,,,524.8
2016,Miranda do Corvo,Município,Homens,,,,,224.0
2016,Miranda do Corvo,Município,Mulheres,,,,,213.1
2016,Miranda do Corvo,Município,Total,,,,,437.1
2016,Miranda do Douro,Município,Homens,,,,,121.4
2016,Miranda do Douro,Município,Mulheres,,,,,136.1
2016,Miranda do Douro,Município,Total,,,,,257.5
2016,Mirandela,Município,Homens,,,,,725.4
2016,Mirandela,Município,Mulheres,,,,,858.7
2016,Mirandela,Município,Total,,,,,1584.1
2016,Mogadouro,Município,Homens,,,,,217.0
2016,Mogadouro,Município,Mulheres,,,,,300.2
2016,Mogadouro,Município,Total,,,,,517.2
2016,Moimenta da Beira,Município,Homens,,,,,294.1
2016,Moimenta da Beira,Município,Mulheres,,,,,398.8
2016,Moimenta da Beira,Município,Total,,,,,692.8
2016,Moita,Município,Homens,,,,,1993.5
2016,Moita,Município,Mulheres,,,,,2122.7
2016,Moita,Município,Total,,,,,4116.2
2016,Monção,Município,Homens,,,,,241.2
2016,Monção,Município,Mulheres,,,,,265.4
2016,Monção,Município,Total,,,,,506.6
2016,Monchique,Município,Homens,,,,,145.2
2016,Monchique,Município,Mulheres,,,,,117.3
2016,Monchique,Município,Total,,,,,262.5
2016,Mondim de Basto,Município,Homens,,,,,207.8
2016,Mondim de Basto,Município,Mulheres,,,,,270.1
2016,Mondim de Basto,Município,Total,,,,,477.8
2016,Monforte,Município,Homens,,,,,116.4
2016,Monforte,Município,Mulheres,,,,,116.3
2016,Monforte,Município,Total,,,,,232.7
2016,Montalegre,Município,Homens,,,,,234.1
2016,Montalegre,Município,Mulheres,,,,,192.8
2016,Montalegre,Município,Total,,,,,426.9
2016,Montemor-o-Novo,Município,Homens,,,,,272.6
2016,Montemor-o-Novo,Município,Mulheres,,,,,273.3
2016,Montemor-o-Novo,Município,Total,,,,,545.9
2016,Montemor-o-Velho,Município,Homens,,,,,508.6
2016,Montemor-o-Velho,Município,Mulheres,,,,,720.2
2016,Montemor-o-Velho,Município,Total,,,,,1228.8
2016,Montijo,Município,Homens,,,,,1328.1
2016,Montijo,Município,Mulheres,,,,,1497.6
2016,Montijo,Município,Total,,,,,2825.7
2016,Mora,Município,Homens,,,,,72.7
2016,Mora,Município,Mulheres,,,,,84.3
2016,Mora,Município,Total,,,,,157.0
2016,Mortágua,Município,Homens,,,,,131.3
2016,Mortágua,Município,Mulheres,,,,,116.7
2016,Mortágua,Município,Total,,,,,247.9
2016,Moura,Município,Homens,,,,,596.3
2016,Moura,Município,Mulheres,,,,,712.1
2016,Moura,Município,Total,,,,,1308.3
2016,Mourão,Município,Homens,,,,,108.6
2016,Mourão,Município,Mulheres,,,,,132.7
2016,Mourão,Município,Total,,,,,241.3
2016,Murça,Município,Homens,,,,,199.2
2016,Murça,Município,Mulheres,,,,,186.7
2016,Murça,Município,Total,,,,,385.8
2016,Murtosa,Município,Homens,,,,,164.1
2016,Murtosa,Município,Mulheres,,,,,176.1
2016,Murtosa,Município,Total,,,,,340.2
2016,Nazaré,Município,Homens,,,,,249.9
2016,Nazaré,Município,Mulheres,,,,,301.8
2016,Nazaré,Município,Total,,,,,551.7
2016,Nelas,Município,Homens,,,,,242.2
2016,Nelas,Município,Mulheres,,,,,297.8
2016,Nelas,Município,Total,,,,,539.9
2016,Nisa,Município,Homens,,,,,128.6
2016,Nisa,Município,Mulheres,,,,,133.8
2016,Nisa,Município,Total,,,,,262.4
2016,Nordeste,Município,Homens,,,,x,
2016,Nordeste,Município,Mulheres,,,,x,
2016,Nordeste,Município,Total,,,,x,
2016,Óbidos,Município,Homens,,,,,179.5
2016,Óbidos,Município,Mulheres,,,,,210.5
2016,Óbidos,Município,Total,,,,,390.0
2016,Odemira,Município,Homens,,,,,491.4
2016,Odemira,Município,Mulheres,,,,,569.3
2016,Odemira,Município,Total,,,,,1060.7
2016,Odivelas,Município,Homens,,,,,3116.7
2016,Odivelas,Município,Mulheres,,,,,3100.2
2016,Odivelas,Município,Total,,,,,6216.8
2016,Oeiras,Município,Homens,,,,,2986.3
2016,Oeiras,Município,Mulheres,,,,,3278.8
2016,Oeiras,Município,Total,,,,,6265.0
2016,Oleiros,Município,Homens,,,,,64.3
2016,Oleiros,Município,Mulheres,,,,,73.6
2016,Oleiros,Município,Total,,,,,137.8
2016,Olhão,Município,Homens,,,,,883.9
2016,Olhão,Município,Mulheres,,,,,981.5
2016,Olhão,Município,Total,,,,,1865.4
2016,Oliveira de Azeméis,Município,Homens,,,,,803.8
2016,Oliveira de Azeméis,Município,Mulheres,,,,,1209.8
2016,Oliveira de Azeméis,Município,Total,,,,,2013.5
2016,Oliveira de Frades,Município,Homens,,,,,168.0
2016,Oliveira de Frades,Município,Mulheres,,,,,194.3
2016,Oliveira de Frades,Município,Total,,,,,362.3
2016,Oliveira do Bairro,Município,Homens,,,,,289.3
2016,Oliveira do Bairro,Município,Mulheres,,,,,456.4
2016,Oliveira do Bairro,Município,Total,,,,,745.7
2016,Oliveira do Hospital,Município,Homens,,,,,406.9
2016,Oliveira do Hospital,Município,Mulheres,,,,,433.5
2016,Oliveira do Hospital,Município,Total,,,,,840.4
