01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2010,Ribeira Grande,Município,Total,,,,x,
2010,Rio Maior,Município,Homens,,,,,290.8
2010,Rio Maior,Município,Mulheres,,,,,402.3
2010,Rio Maior,Município,Total,,,,,693.1
2010,Sabrosa,Município,Homens,,,,,151.9
2010,Sabrosa,Município,Mulheres,,,,,184.9
2010,Sabrosa,Município,Total,,,,,336.8
2010,Sabugal,Município,Homens,,,,,144.4
2010,Sabugal,Município,Mulheres,,,,,200.5
2010,Sabugal,Município,Total,,,,,344.9
2010,Salvaterra de Magos,Município,Homens,,,,,713.7
2010,Salvaterra de Magos,Município,Mulheres,,,,,868.3
2010,Salvaterra de Magos,Município,Total,,,,,1581.9
2010,Santa Comba Dão,Município,Homens,,,,,200.8
2010,Santa Comba Dão,Município,Mulheres,,,,,250.2
2010,Santa Comba Dão,Município,Total,,,,,450.9
2010,Santa Cruz,Município,Homens,,,,x,
2010,Santa Cruz,Município,Mulheres,,,,x,
2010,Santa Cruz,Município,Total,,,,x,
2010,Santa Cruz da Graciosa,Município,Homens,,,,x,
2010,Santa Cruz da Graciosa,Município,Mulheres,,,,x,
2010,Santa Cruz da Graciosa,Município,Total,,,,x,
2010,Santa Cruz das Flores,Município,Homens,,,,x,
2010,Santa Cruz das Flores,Município,Mulheres,,,,x,
2010,Santa Cruz das Flores,Município,Total,,,,x,
2010,Santa Maria da Feira,Município,Homens,,,,,3954.4
2010,Santa Maria da Feira,Município,Mulheres,,,,,5654.7
2010,Santa Maria da Feira,Município,Total,,,,,9609.1
2010,Santa Marta de Penaguião,Município,Homens,,,,,225.5
2010,Santa Marta de Penaguião,Município,Mulheres,,,,,262.3
2010,Santa Marta de Penaguião,Município,Total,,,,,487.8
2010,Santana,Município,Homens,,,,x,
2010,Santana,Município,Mulheres,,,,x,
2010,Santana,Município,Total,,,,x,
2010,Santarém,Município,Homens,,,,,1097.6
2010,Santarém,Município,Mulheres,,,,,1123.3
2010,Santarém,Município,Total,,,,,2220.9
2010,Santiago do Cacém,Município,Homens,,,,,473.7
2010,Santiago do Cacém,Município,Mulheres,,,,,636.2
2010,Santiago do Cacém,Município,Total,,,,,1109.8
2010,Santo Tirso,Município,Homens,,,,,2969.7
2010,Santo Tirso,Município,Mulheres,,,,,4120.3
2010,Santo Tirso,Município,Total,,,,,7090.0
2010,São Brás de Alportel,Município,Homens,,,,,177.8
2010,São Brás de Alportel,Município,Mulheres,,,,,138.8
2010,São Brás de Alportel,Município,Total,,,,,316.5
2010,São João da Madeira,Município,Homens,,,,,524.5
2010,São João da Madeira,Município,Mulheres,,,,,724.8
2010,São João da Madeira,Município,Total,,,,,1249.3
2010,São João da Pesqueira,Município,Homens,,,,,108.3
2010,São João da Pesqueira,Município,Mulheres,,,,,172.6
2010,São João da Pesqueira,Município,Total,,,,,280.8
2010,São Pedro do Sul,Município,Homens,,,,,262.6
2010,São Pedro do Sul,Município,Mulheres,,,,,402.8
2010,São Pedro do Sul,Município,Total,,,,,665.4
2010,São Roque do Pico,Município,Homens,,,,x,
2010,São Roque do Pico,Município,Mulheres,,,,x,
2010,São Roque do Pico,Município,Total,,,,x,
2010,São Vicente,Município,Homens,,,,x,
2010,São Vicente,Município,Mulheres,,,,x,
2010,São Vicente,Município,Total,,,,x,
2010,Sardoal,Município,Homens,,,,,89.5
2010,Sardoal,Município,Mulheres,,,,,107.3
2010,Sardoal,Município,Total,,,,,196.8
2010,Sátão,Município,Homens,,,,,251.9
2010,Sátão,Município,Mulheres,,,,,398.8
2010,Sátão,Município,Total,,,,,650.7
2010,Seia,Município,Homens,,,,,736.9
2010,Seia,Município,Mulheres,,,,,913.3
2010,Seia,Município,Total,,,,,1650.3
2010,Seixal,Município,Homens,,,,,3535.5
2010,Seixal,Município,Mulheres,,,,,3827.1
2010,Seixal,Município,Total,,,,,7362.6
2010,Sernancelhe,Município,Homens,,,,,109.0
2010,Sernancelhe,Município,Mulheres,,,,,109.8
2010,Sernancelhe,Município,Total,,,,,218.8
2010,Serpa,Município,Homens,,,,,430.3
2010,Serpa,Município,Mulheres,,,,,479.1
2010,Serpa,Município,Total,,,,,909.3
2010,Sertã,Município,Homens,,,,,203.9
2010,Sertã,Município,Mulheres,,,,,380.7
2010,Sertã,Município,Total,,,,,584.6
2010,Sesimbra,Município,Homens,,,,,808.4
2010,Sesimbra,Município,Mulheres,,,,,1023.7
2010,Sesimbra,Município,Total,,,,,1832.1
2010,Setúbal,Município,Homens,,,,,3382.4
2010,Setúbal,Município,Mulheres,,,,,3469.2
2010,Setúbal,Município,Total,,,,,6851.6
2010,Sever do Vouga,Município,Homens,,,,,147.3
2010,Sever do Vouga,Município,Mulheres,,,,,327.3
2010,Sever do Vouga,Município,Total,,,,,474.6
2010,Silves,Município,Homens,,,,,984.3
2010,Silves,Município,Mulheres,,,,,1033.5
2010,Silves,Município,Total,,,,,2017.8
2010,Sines,Município,Homens,,,,,329.2
2010,Sines,Município,Mulheres,,,,,343.7
2010,Sines,Município,Total,,,,,672.8
2010,Sintra,Município,Homens,,,,,8991.9
2010,Sintra,Município,Mulheres,,,,,9600.1
2010,Sintra,Município,Total,,,,,18592.0
2010,Sobral de Monte Agraço,Município,Homens,,,,,163.3
2010,Sobral de Monte Agraço,Município,Mulheres,,,,,182.9
2010,Sobral de Monte Agraço,Município,Total,,,,,346.2
2010,Soure,Município,Homens,,,,,329.6
2010,Soure,Município,Mulheres,,,,,386.6
2010,Soure,Município,Total,,,,,716.2
2010,Sousel,Município,Homens,,,,,90.8
2010,Sousel,Município,Mulheres,,,,,126.4
2010,Sousel,Município,Total,,,,,217.2
2010,Tábua,Município,Homens,,,,,225.3
2010,Tábua,Município,Mulheres,,,,,262.1
2010,Tábua,Município,Total,,,,,487.4
2010,Tabuaço,Município,Homens,,,,,152.3
2010,Tabuaço,Município,Mulheres,,,,,227.7
2010,Tabuaço,Município,Total,,,,,379.9
2010,Tarouca,Município,Homens,,,,,177.0
2010,Tarouca,Município,Mulheres,,,,,309.5
2010,Tarouca,Município,Total,,,,,486.5
2010,Tavira,Município,Homens,,,,,625.2
2010,Tavira,Município,Mulheres,,,,,520.9
2010,Tavira,Município,Total,,,,,1146.1
2010,Terras de Bouro,Município,Homens,,,,,158.8
2010,Terras de Bouro,Município,Mulheres,,,,,261.5
2010,Terras de Bouro,Município,Total,,,,,420.3
2010,Tomar,Município,Homens,,,,,854.8
2010,Tomar,Município,Mulheres,,,,,975.5
2010,Tomar,Município,Total,,,,,1830.3
2010,Tondela,Município,Homens,,,,,447.2
2010,Tondela,Município,Mulheres,,,,,450.1
2010,Tondela,Município,Total,,,,,897.3
2010,Torre de Moncorvo,Município,Homens,,,,,190.8
2010,Torre de Moncorvo,Município,Mulheres,,,,,332.4
2010,Torre de Moncorvo,Município,Total,,,,,523.3
2010,Torres Novas,Município,Homens,,,,,542.6
2010,Torres Novas,Município,Mulheres,,,,,688.8
2010,Torres Novas,Município,Total,,,,,1231.3
2010,Torres Vedras,Município,Homens,,,,,1441.2
2010,Torres Vedras,Município,Mulheres,,,,,1631.2
2010,Torres Vedras,Município,Total,,,,,3072.3
2010,Trancoso,Município,Homens,,,,,86.2
2010,Trancoso,Município,Mulheres,,,,,138.8
2010,Trancoso,Município,Total,,,,,224.9
2010,Trofa,Município,Homens,,,,,1416.2
2010,Trofa,Município,Mulheres,,,,,2331.6
2010,Trofa,Município,Total,,,,,3747.8
2010,Vagos,Município,Homens,,,,,375.3
2010,Vagos,Município,Mulheres,,,,,469.4
2010,Vagos,Município,Total,,,,,844.8
2010,Vale de Cambra,Município,Homens,,,,,285.3
2010,Vale de Cambra,Município,Mulheres,,,,,488.8
2010,Vale de Cambra,Município,Total,,,,,774.1
2010,Valença,Município,Homens,,,,,331.8
2010,Valença,Município,Mulheres,,,,,314.3
2010,Valença,Município,Total,,,,,646.1
2010,Valongo,Município,Homens,,,,,3297.4
2010,Valongo,Município,Mulheres,,,,,4453.8
2010,Valongo,Município,Total,,,,,7751.2
2010,Valpaços,Município,Homens,,,,,373.8
2010,Valpaços,Município,Mulheres,,,,,553.4
2010,Valpaços,Município,Total,,,,,927.2
2010,Velas,Município,Homens,,,,x,
2010,Velas,Município,Mulheres,,,,x,
2010,Velas,Município,Total,,,,x,
2010,Vendas Novas,Município,Homens,,,,,189.8
2010,Vendas Novas,Município,Mulheres,,,,,196.5
2010,Vendas Novas,Município,Total,,,,,386.3
2010,Viana do Alentejo,Município,Homens,,,,,90.4
2010,Viana do Alentejo,Município,Mulheres,,,,,123.4
2010,Viana do Alentejo,Município,Total,,,,,213.8
2010,Viana do Castelo,Município,Homens,,,,,1918.3
2010,Viana do Castelo,Município,Mulheres,,,,,2709.4
2010,Viana do Castelo,Município,Total,,,,,4627.8
2010,Vidigueira,Município,Homens,,,,,139.4
2010,Vidigueira,Município,Mulheres,,,,,144.7
2010,Vidigueira,Município,Total,,,,,284.1
2010,Vieira do Minho,Município,Homens,,,,,382.1
2010,Vieira do Minho,Município,Mulheres,,,,,570.4
2010,Vieira do Minho,Município,Total,,,,,952.5
2010,Vila da Praia da Vitória,Município,Homens,,,,x,
2010,Vila da Praia da Vitória,Município,Mulheres,,,,x,
2010,Vila da Praia da Vitória,Município,Total,,,,x,
2010,Vila de Rei,Município,Homens,,,,,58.1
2010,Vila de Rei,Município,Mulheres,,,,,43.8
2010,Vila de Rei,Município,Total,,,,,101.8
2010,Vila do Bispo,Município,Homens,,,,,83.6
2010,Vila do Bispo,Município,Mulheres,,,,,91.3
2010,Vila do Bispo,Município,Total,,,,,174.8
2010,Vila do Conde,Município,Homens,,,,,2285.3
2010,Vila do Conde,Município,Mulheres,,,,,3419.4
2010,Vila do Conde,Município,Total,,,,,5704.8
2010,Vila do Porto,Município,Homens,,,,x,
2010,Vila do Porto,Município,Mulheres,,,,x,
2010,Vila do Porto,Município,Total,,,,x,
2010,Vila Flor,Município,Homens,,,,,120.8
2010,Vila Flor,Município,Mulheres,,,,,222.0
2010,Vila Flor,Município,Total,,,,,342.8
2010,Vila Franca de Xira,Município,Homens,,,,,3183.6
2010,Vila Franca de Xira,Município,Mulheres,,,,,3392.2
2010,Vila Franca de Xira,Município,Total,,,,,6575.8
2010,Vila Franca do Campo,Município,Homens,,,,x,
2010,Vila Franca do Campo,Município,Mulheres,,,,x,
2010,Vila Franca do Campo,Município,Total,,,,x,
2010,Vila Nova da Barquinha,Município,Homens,,,,,111.1
2010,Vila Nova da Barquinha,Município,Mulheres,,,,,130.1
2010,Vila Nova da Barquinha,Município,Total,,,,,241.2
2010,Vila Nova de Cerveira,Município,Homens,,,,,191.0
2010,Vila Nova de Cerveira,Município,Mulheres,,,,,179.3
2010,Vila Nova de Cerveira,Município,Total,,,,,370.3
2010,Vila Nova de Famalicão,Município,Homens,,,,,3825.9
2010,Vila Nova de Famalicão,Município,Mulheres,,,,,5273.8
2010,Vila Nova de Famalicão,Município,Total,,,,,9099.8
2010,Vila Nova de Foz Côa,Município,Homens,,,,,119.4
2010,Vila Nova de Foz Côa,Município,Mulheres,,,,,169.0
2010,Vila Nova de Foz Côa,Município,Total,,,,,288.4
2010,Vila Nova de Gaia,Município,Homens,,,,,12329.8
2010,Vila Nova de Gaia,Município,Mulheres,,,,,15423.2
2010,Vila Nova de Gaia,Município,Total,,,,,27752.9
2010,Vila Nova de Paiva,Município,Homens,,,,,158.9
2010,Vila Nova de Paiva,Município,Mulheres,,,,,199.5
2010,Vila Nova de Paiva,Município,Total,,,,,358.4
2010,Vila Nova de Poiares,Município,Homens,,,,,118.4
2010,Vila Nova de Poiares,Município,Mulheres,,,,,163.3
2010,Vila Nova de Poiares,Município,Total,,,,,281.8
2010,Vila Pouca de Aguiar,Município,Homens,,,,,346.8
2010,Vila Pouca de Aguiar,Município,Mulheres,,,,,412.4
2010,Vila Pouca de Aguiar,Município,Total,,,,,759.3
2010,Vila Real,Município,Homens,,,,,1320.8
2010,Vila Real,Município,Mulheres,,,,,1561.2
2010,Vila Real,Município,Total,,,,,2882.0
2010,Vila Real de Santo António,Município,Homens,,,,,678.2
2010,Vila Real de Santo António,Município,Mulheres,,,,,529.8
2010,Vila Real de Santo António,Município,Total,,,,,1208.0
2010,Vila Velha de Ródão,Município,Homens,,,,,46.7
2010,Vila Velha de Ródão,Município,Mulheres,,,,,35.3
2010,Vila Velha de Ródão,Município,Total,,,,,81.9
2010,Vila Verde,Município,Homens,,,,,863.2
2010,Vila Verde,Município,Mulheres,,,,,1385.8
2010,Vila Verde,Município,Total,,,,,2248.9
2010,Vila Viçosa,Município,Homens,,,,,154.3
2010,Vila Viçosa,Município,Mulheres,,,,,202.8
2010,Vila Viçosa,Município,Total,,,,,357.0
2010,Vimioso,Município,Homens,,,,,71.7
2010,Vimioso,Município,Mulheres,,,,,106.8
2010,Vimioso,Município,Total,,,,,178.5
2010,Vinhais,Município,Homens,,,,,180.9
2010,Vinhais,Município,Mulheres,,,,,212.0
2010,Vinhais,Município,Total,,,,,392.9
2010,Viseu,Município,Homens,,,,,2509.5
2010,Viseu,Município,Mulheres,,,,,2881.4
2010,Viseu,Município,Total,,,,,5390.9
2010,Vizela,Município,Homens,,,,,857.9
2010,Vizela,Município,Mulheres,,,,,1153.8
2010,Vizela,Município,Total,,,,,2011.7
2010,Vouzela,Município,Homens,,,,,156.0
2010,Vouzela,Município,Mulheres,,,,,166.7
2010,Vouzela,Município,Total,,,,,322.7
2011,Abrantes,Município,Homens,,,,,1114.0
2011,Abrantes,Município,Mulheres,,,,,1170.0
2011,Abrantes,Município,Total,,,,,2284.0
2011,Águeda,Município,Homens,,,,,784.0
2011,Águeda,Município,Mulheres,,,,,1260.6
2011,Águeda,Município,Total,,,,,2044.6
2011,Aguiar da Beira,Município,Homens,,,,,66.6
2011,Aguiar da Beira,Município,Mulheres,,,,,108.3
2011,Aguiar da Beira,Município,Total,,,,,174.8
2011,Alandroal,Município,Homens,,,,,133.0
2011,Alandroal,Município,Mulheres,,,,,167.0
2011,Alandroal,Município,Total,,,,,300.0
2011,Albergaria-a-Velha,Município,Homens,,,,,436.5
2011,Albergaria-a-Velha,Município,Mulheres,,,,,677.0
2011,Albergaria-a-Velha,Município,Total,,,,,1113.5
2011,Albufeira,Município,Homens,,,,,1380.8
2011,Albufeira,Município,Mulheres,,,,,1448.4
2011,Albufeira,Município,Total,,,,,2829.3
2011,Alcácer do Sal,Município,Homens,,,,,192.7
2011,Alcácer do Sal,Município,Mulheres,,,,,215.8
2011,Alcácer do Sal,Município,Total,,,,,408.5
2011,Alcanena,Município,Homens,,,,,239.5
2011,Alcanena,Município,Mulheres,,,,,257.3
2011,Alcanena,Município,Total,,,,,496.8
2011,Alcobaça,Município,Homens,,,,,1091.8
2011,Alcobaça,Município,Mulheres,,,,,1487.8
2011,Alcobaça,Município,Total,,,,,2579.6
2011,Alcochete,Município,Homens,,,,,416.1
2011,Alcochete,Município,Mulheres,,,,,318.2
2011,Alcochete,Município,Total,,,,,734.3
2011,Alcoutim,Município,Homens,,,,,24.0
2011,Alcoutim,Município,Mulheres,,,,,33.4
2011,Alcoutim,Município,Total,,,,,57.4
2011,Alenquer,Município,Homens,,,,,880.1
2011,Alenquer,Município,Mulheres,,,,,1018.8
2011,Alenquer,Município,Total,,,,,1898.9
2011,Alfândega da Fé,Município,Homens,,,,,89.3
2011,Alfândega da Fé,Município,Mulheres,,,,,184.8
2011,Alfândega da Fé,Município,Total,,,,,274.0
2011,Alijó,Município,Homens,,,,,275.8
2011,Alijó,Município,Mulheres,,,,,371.9
2011,Alijó,Município,Total,,,,,647.7
2011,Aljezur,Município,Homens,,,,,109.2
2011,Aljezur,Município,Mulheres,,,,,114.8
2011,Aljezur,Município,Total,,,,,223.9
2011,Aljustrel,Município,Homens,,,,,122.7
2011,Aljustrel,Município,Mulheres,,,,,202.8
2011,Aljustrel,Município,Total,,,,,325.5
2011,Almada,Município,Homens,,,,,4047.4
2011,Almada,Município,Mulheres,,,,,4101.6
2011,Almada,Município,Total,,,,,8149.0
2011,Almeida,Município,Homens,,,,,77.1
2011,Almeida,Município,Mulheres,,,,,88.7
2011,Almeida,Município,Total,,,,,165.8
2011,Almeirim,Município,Homens,,,,,548.4
2011,Almeirim,Município,Mulheres,,,,,552.3
2011,Almeirim,Município,Total,,,,,1100.8
2011,Almodôvar,Município,Homens,,,,,120.8
2011,Almodôvar,Município,Mulheres,,,,,308.3
2011,Almodôvar,Município,Total,,,,,429.0
2011,Alpiarça,Município,Homens,,,,,189.9
2011,Alpiarça,Município,Mulheres,,,,,163.8
2011,Alpiarça,Município,Total,,,,,353.8
2011,Alter do Chão,Município,Homens,,,,,74.9
2011,Alter do Chão,Município,Mulheres,,,,,77.8
2011,Alter do Chão,Município,Total,,,,,152.7
2011,Alvaiázere,Município,Homens,,,,,96.0
2011,Alvaiázere,Município,Mulheres,,,,,136.0
2011,Alvaiázere,Município,Total,,,,,232.0
2011,Alvito,Município,Homens,,,,,32.3
2011,Alvito,Município,Mulheres,,,,,41.2
2011,Alvito,Município,Total,,,,,73.5
2011,Amadora,Município,Homens,,,,,5317.4
2011,Amadora,Município,Mulheres,,,,,4863.4
2011,Amadora,Município,Total,,,,,10180.8
2011,Amarante,Município,Homens,,,,,1378.6
2011,Amarante,Município,Mulheres,,,,,2896.3
2011,Amarante,Município,Total,,,,,4274.9
2011,Amares,Município,Homens,,,,,455.9
2011,Amares,Município,Mulheres,,,,,662.7
2011,Amares,Município,Total,,,,,1118.6
2011,Anadia,Município,Homens,,,,,445.6
2011,Anadia,Município,Mulheres,,,,,572.1
2011,Anadia,Município,Total,,,,,1017.7
2011,Angra do Heroísmo,Município,Homens,,,,x,
2011,Angra do Heroísmo,Município,Mulheres,,,,x,
2011,Angra do Heroísmo,Município,Total,,,,x,
2011,Ansião,Município,Homens,,,,,200.5
2011,Ansião,Município,Mulheres,,,,,341.2
2011,Ansião,Município,Total,,,,,541.7
2011,Arcos de Valdevez,Município,Homens,,,,,387.1
2011,Arcos de Valdevez,Município,Mulheres,,,,,513.4
2011,Arcos de Valdevez,Município,Total,,,,,900.5
2011,Arganil,Município,Homens,,,,,200.2
2011,Arganil,Município,Mulheres,,,,,252.9
2011,Arganil,Município,Total,,,,,453.1
2011,Armamar,Município,Homens,,,,,111.6
2011,Armamar,Município,Mulheres,,,,,215.5
2011,Armamar,Município,Total,,,,,327.1
2011,Arouca,Município,Homens,,,,,258.8
2011,Arouca,Município,Mulheres,,,,,400.6
2011,Arouca,Município,Total,,,,,659.3
2011,Arraiolos,Município,Homens,,,,,115.7
2011,Arraiolos,Município,Mulheres,,,,,142.8
2011,Arraiolos,Município,Total,,,,,258.5
2011,Arronches,Município,Homens,,,,,56.8
2011,Arronches,Município,Mulheres,,,,,53.8
2011,Arronches,Município,Total,,,,,110.5
2011,Arruda dos Vinhos,Município,Homens,,,,,190.3
2011,Arruda dos Vinhos,Município,Mulheres,,,,,209.8
2011,Arruda dos Vinhos,Município,Total,,,,,400.1
2011,Aveiro,Município,Homens,,,,,1727.7
2011,Aveiro,Município,Mulheres,,,,,2075.5
2011,Aveiro,Município,Total,,,,,3803.2
2011,Avis,Município,Homens,,,,,97.8
2011,Avis,Município,Mulheres,,,,,111.3
2011,Avis,Município,Total,,,,,209.1
2011,Azambuja,Município,Homens,,,,,446.4
2011,Azambuja,Município,Mulheres,,,,,470.2
2011,Azambuja,Município,Total,,,,,916.6
2011,Baião,Município,Homens,,,,,538.5
2011,Baião,Município,Mulheres,,,,,1285.0
2011,Baião,Município,Total,,,,,1823.5
2011,Barcelos,Município,Homens,,,,,2513.8
2011,Barcelos,Município,Mulheres,,,,,3042.9
2011,Barcelos,Município,Total,,,,,5556.8
2011,Barrancos,Município,Homens,,,,,56.4
2011,Barrancos,Município,Mulheres,,,,,84.1
2011,Barrancos,Município,Total,,,,,140.5
2011,Barreiro,Município,Homens,,,,,2142.8
2011,Barreiro,Município,Mulheres,,,,,2218.7
2011,Barreiro,Município,Total,,,,,4361.4
2011,Batalha,Município,Homens,,,,,204.3
2011,Batalha,Município,Mulheres,,,,,287.8
2011,Batalha,Município,Total,,,,,492.0
2011,Beja,Município,Homens,,,,,727.3
2011,Beja,Município,Mulheres,,,,,786.6
2011,Beja,Município,Total,,,,,1513.8
2011,Belmonte,Município,Homens,,,,,202.6
2011,Belmonte,Município,Mulheres,,,,,210.1
2011,Belmonte,Município,Total,,,,,412.7
2011,Benavente,Município,Homens,,,,,723.3
2011,Benavente,Município,Mulheres,,,,,807.5
2011,Benavente,Município,Total,,,,,1530.8
2011,Bombarral,Município,Homens,,,,,261.1
2011,Bombarral,Município,Mulheres,,,,,313.9
2011,Bombarral,Município,Total,,,,,575.0
2011,Borba,Município,Homens,,,,,138.4
2011,Borba,Município,Mulheres,,,,,166.7
2011,Borba,Município,Total,,,,,305.1
2011,Boticas,Município,Homens,,,,,137.7
2011,Boticas,Município,Mulheres,,,,,148.6
2011,Boticas,Município,Total,,,,,286.3
2011,Braga,Município,Homens,,,,,4811.0
2011,Braga,Município,Mulheres,,,,,6147.9
2011,Braga,Município,Total,,,,,10958.9
2011,Bragança,Município,Homens,,,,,761.2
2011,Bragança,Município,Mulheres,,,,,953.9
2011,Bragança,Município,Total,,,,,1715.1
2011,Cabeceiras de Basto,Município,Homens,,,,,415.9
2011,Cabeceiras de Basto,Município,Mulheres,,,,,916.2
2011,Cabeceiras de Basto,Município,Total,,,,,1332.1
2011,Cadaval,Município,Homens,,,,,227.4
2011,Cadaval,Município,Mulheres,,,,,284.5
2011,Cadaval,Município,Total,,,,,511.9
2011,Caldas da Rainha,Município,Homens,,,,,1290.8
2011,Caldas da Rainha,Município,Mulheres,,,,,1449.9
2011,Caldas da Rainha,Município,Total,,,,,2740.8
2011,Calheta [R.A.A.],Município,Homens,,,,x,
2011,Calheta [R.A.A.],Município,Mulheres,,,,x,
2011,Calheta [R.A.A.],Município,Total,,,,x,
2011,Calheta [R.A.M.],Município,Homens,,,,x,
2011,Calheta [R.A.M.],Município,Mulheres,,,,x,
2011,Calheta [R.A.M.],Município,Total,,,,x,
2011,Câmara de Lobos,Município,Homens,,,,x,
2011,Câmara de Lobos,Município,Mulheres,,,,x,
2011,Câmara de Lobos,Município,Total,,,,x,
2011,Caminha,Município,Homens,,,,,313.8
2011,Caminha,Município,Mulheres,,,,,416.2
2011,Caminha,Município,Total,,,,,729.9
2011,Campo Maior,Município,Homens,,,,,220.0
2011,Campo Maior,Município,Mulheres,,,,,206.4
2011,Campo Maior,Município,Total,,,,,426.4
2011,Cantanhede,Município,Homens,,,,,558.3
2011,Cantanhede,Município,Mulheres,,,,,685.5
2011,Cantanhede,Município,Total,,,,,1243.8
2011,Carrazeda de Ansiães,Município,Homens,,,,,110.3
2011,Carrazeda de Ansiães,Município,Mulheres,,,,,183.6
2011,Carrazeda de Ansiães,Município,Total,,,,,293.8
2011,Carregal do Sal,Município,Homens,,,,,155.9
2011,Carregal do Sal,Município,Mulheres,,,,,224.3
2011,Carregal do Sal,Município,Total,,,,,380.3
2011,Cartaxo,Município,Homens,,,,,501.8
2011,Cartaxo,Município,Mulheres,,,,,522.6
2011,Cartaxo,Município,Total,,,,,1024.4
2011,Cascais,Município,Homens,,,,,4415.8
2011,Cascais,Município,Mulheres,,,,,4532.4
2011,Cascais,Município,Total,,,,,8948.3
2011,Castanheira de Pêra,Município,Homens,,,,,70.3
2011,Castanheira de Pêra,Município,Mulheres,,,,,103.6
2011,Castanheira de Pêra,Município,Total,,,,,173.9
2011,Castelo Branco,Município,Homens,,,,,1215.4
2011,Castelo Branco,Município,Mulheres,,,,,1463.8
2011,Castelo Branco,Município,Total,,,,,2679.3
2011,Castelo de Paiva,Município,Homens,,,,,445.0
2011,Castelo de Paiva,Município,Mulheres,,,,,981.1
2011,Castelo de Paiva,Município,Total,,,,,1426.1
2011,Castelo de Vide,Município,Homens,,,,,50.6
2011,Castelo de Vide,Município,Mulheres,,,,,51.3
2011,Castelo de Vide,Município,Total,,,,,101.8
2011,Castro Daire,Município,Homens,,,,,230.4
2011,Castro Daire,Município,Mulheres,,,,,325.6
2011,Castro Daire,Município,Total,,,,,556.0
2011,Castro Marim,Município,Homens,,,,,170.1
2011,Castro Marim,Município,Mulheres,,,,,146.4
2011,Castro Marim,Município,Total,,,,,316.5
2011,Castro Verde,Município,Homens,,,,,110.5
2011,Castro Verde,Município,Mulheres,,,,,205.7
2011,Castro Verde,Município,Total,,,,,316.2
2011,Celorico da Beira,Município,Homens,,,,,143.8
2011,Celorico da Beira,Município,Mulheres,,,,,182.3
2011,Celorico da Beira,Município,Total,,,,,326.2
2011,Celorico de Basto,Município,Homens,,,,,553.2
2011,Celorico de Basto,Município,Mulheres,,,,,844.8
2011,Celorico de Basto,Município,Total,,,,,1397.9
2011,Chamusca,Município,Homens,,,,,207.9
2011,Chamusca,Município,Mulheres,,,,,210.8
2011,Chamusca,Município,Total,,,,,418.7
2011,Chaves,Município,Homens,,,,,1212.5
2011,Chaves,Município,Mulheres,,,,,1353.3
2011,Chaves,Município,Total,,,,,2565.8
2011,Cinfães,Município,Homens,,,,,752.4
2011,Cinfães,Município,Mulheres,,,,,868.3
2011,Cinfães,Município,Total,,,,,1620.8
2011,Coimbra,Município,Homens,,,,,3187.5
2011,Coimbra,Município,Mulheres,,,,,3061.6
2011,Coimbra,Município,Total,,,,,6249.1
2011,Condeixa-a-Nova,Município,Homens,,,,,267.2
2011,Condeixa-a-Nova,Município,Mulheres,,,,,315.0
2011,Condeixa-a-Nova,Município,Total,,,,,582.2
2011,Constância,Município,Homens,,,,,79.3
2011,Constância,Município,Mulheres,,,,,111.7
2011,Constância,Município,Total,,,,,191.0
2011,Coruche,Município,Homens,,,,,465.7
2011,Coruche,Município,Mulheres,,,,,560.6
2011,Coruche,Município,Total,,,,,1026.3
2011,Corvo,Município,Homens,,,,x,
2011,Corvo,Município,Mulheres,,,,x,
2011,Corvo,Município,Total,,,,x,
2011,Covilhã,Município,Homens,,,,,1469.5
2011,Covilhã,Município,Mulheres,,,,,1846.0
2011,Covilhã,Município,Total,,,,,3315.5
2011,Crato,Município,Homens,,,,,78.8
2011,Crato,Município,Mulheres,,,,,99.3
2011,Crato,Município,Total,,,,,178.0
2011,Cuba,Município,Homens,,,,,110.1
2011,Cuba,Município,Mulheres,,,,,107.1
2011,Cuba,Município,Total,,,,,217.2
2011,Elvas,Município,Homens,,,,,693.8
2011,Elvas,Município,Mulheres,,,,,716.9
2011,Elvas,Município,Total,,,,,1410.7
2011,Entroncamento,Município,Homens,,,,,329.8
2011,Entroncamento,Município,Mulheres,,,,,401.5
2011,Entroncamento,Município,Total,,,,,731.3
2011,Espinho,Município,Homens,,,,,1445.8
2011,Espinho,Município,Mulheres,,,,,1862.7
2011,Espinho,Município,Total,,,,,3308.5
2011,Esposende,Município,Homens,,,,,583.3
2011,Esposende,Município,Mulheres,,,,,855.6
2011,Esposende,Município,Total,,,,,1438.9
2011,Estarreja,Município,Homens,,,,,510.2
2011,Estarreja,Município,Mulheres,,,,,698.1
2011,Estarreja,Município,Total,,,,,1208.3
2011,Estremoz,Município,Homens,,,,,255.4
2011,Estremoz,Município,Mulheres,,,,,317.8
2011,Estremoz,Município,Total,,,,,573.2
2011,Évora,Município,Homens,,,,,1294.4
2011,Évora,Município,Mulheres,,,,,1312.7
2011,Évora,Município,Total,,,,,2607.1
2011,Fafe,Município,Homens,,,,,1645.5
2011,Fafe,Município,Mulheres,,,,,2127.2
2011,Fafe,Município,Total,,,,,3772.7
2011,Faro,Município,Homens,,,,,1884.9
2011,Faro,Município,Mulheres,,,,,1527.8
